Date Code Year/MMWR Week,County,Sum of Age 0-4,Sum of Age 5-24,Sum of Age 25-49,Sum of Age 50-64,Sum of Age 65 and older,Sum of Total Patients Seen,Sum of Total ILI
201106,Douglas,1,0,0,0,0,74,1
201106,Jackson,0,1,4,0,0,222,5
201106,Jefferson,0,0,1,0,0,375,1
201106,Josephine,8,5,0,1,0,496,14
201106,Klamath,0,1,0,0,0,475,1
201106,Lane,0,0,2,0,1,302,3
201106,Lincoln,0,0,0,0,0,96,0
201106,Malheur,0,0,0,0,0,63,0
201106,Marion,0,0,0,0,0,169,0
201106,Multnomah,4,1,0,0,0,103,5
201106,Tillamook,0,0,1,0,0,60,1
201106,Washington,0,3,0,0,0,43,3
201107,Benton,0,30,5,0,0,1249,35
201107,Coos,11,6,0,0,0,399,17
201107,Deschutes,0,0,2,1,0,40,3
201107,Douglas,4,0,0,0,0,65,4
201107,Jefferson,0,1,2,0,0,345,3
201107,Josephine,8,3,0,0,0,291,11
201107,Klamath,0,1,1,0,0,518,2
201107,Lane,0,2,1,0,0,283,3
201107,Lincoln,0,1,0,0,0,108,1
201107,Malheur,0,0,0,1,1,51,2
201107,Marion,0,0,0,0,0,114,0
201107,Multnomah,0,5,0,0,0,81,5
201107,Tillamook,0,0,0,0,1,80,1
201107,Washington,3,4,0,0,0,43,7
201108,Benton,0,10,2,0,0,1176,12
201108,Coos,7,5,0,0,0,357,12
201108,Douglas,2,0,0,0,0,50,2
201108,Jefferson,0,0,0,0,0,319,0
201108,Josephine,7,2,0,0,0,346,9
201108,Klamath,0,0,1,0,0,451,1
201108,Lane,0,0,0,0,0,76,0
201108,Lincoln,0,0,1,0,0,71,1
201108,Malheur,0,0,0,1,1,78,2
201108,Marion,0,0,0,0,0,133,0
201108,Multnomah,6,8,0,0,0,96,14
201108,Tillamook,0,2,0,0,1,70,3
201108,Washington,3,0,0,0,0,36,3
201109,Benton,0,20,6,0,0,1206,26
201109,Coos,7,6,0,0,0,325,13
201109,Douglas,0,0,0,0,0,63,0
201109,Jefferson,0,2,1,0,0,422,3
201109,Josephine,5,2,0,0,0,316,7
201109,Klamath,2,2,2,0,0,485,6
201109,Lane,0,0,0,0,0,321,0
201109,Malheur,0,0,0,0,1,73,1
201109,Marion,0,0,0,0,0,142,0
201109,Multnomah,3,6,0,0,0,124,9
201109,Tillamook,1,0,0,1,1,80,3
201110,Benton,1,14,3,0,0,1197,18
201110,Coos,11,7,0,0,0,329,18
201110,Deschutes,0,0,0,1,0,50,1
201110,Douglas,0,1,0,0,0,65,1
201110,Jefferson,2,1,1,0,0,406,4
201110,Josephine,0,6,1,0,0,296,7
201110,Klamath,1,2,1,0,1,439,5
201110,Lane,0,0,0,0,0,311,0
201110,Lincoln,0,0,1,0,0,71,1
201110,Malheur,0,0,0,1,0,94,1
201110,Marion,0,1,0,0,0,168,1
201110,Multnomah,7,5,0,0,0,95,12
201110,Tillamook,0,0,0,0,1,70,1
201110,Washington,1,5,0,0,0,42,6
201111,Benton,0,9,0,0,0,1106,9
201111,Coos,6,6,0,0,0,294,12
201111,Douglas,3,0,0,0,0,67,3
201111,Jefferson,0,0,1,0,0,386,1
201111,Josephine,5,6,0,0,0,273,11
201111,Klamath,0,1,1,1,0,510,3
201111,Lane,0,0,0,0,0,269,0
201111,Marion,0,0,0,0,0,138,0
201111,Multnomah,3,7,0,0,0,107,10
201111,Tillamook,0,0,1,2,0,50,3
201112,Benton,0,0,0,1,0,195,1
201112,Coos,3,4,0,0,0,279,7
201112,Douglas,0,0,0,0,0,62,0
201112,Jefferson,0,0,0,0,0,341,0
201112,Josephine,8,2,0,0,0,243,10
201112,Klamath,1,4,0,1,0,424,6
201112,Lane,0,1,0,0,0,87,1
201112,Lincoln,0,0,0,0,0,112,0
201112,Malheur,0,0,0,0,0,41,0
201112,Marion,0,0,0,0,0,126,0
201112,Multnomah,4,4,0,0,0,111,8
201112,Tillamook,0,0,0,1,1,65,2
201112,Washington,0,0,0,0,0,42,0
201113,Benton,0,8,1,1,0,1289,10
201113,Coos,8,4,0,0,0,300,12
201113,Douglas,0,0,0,0,0,45,0
201113,Jefferson,0,0,0,0,0,362,0
201113,Josephine,6,1,0,0,0,278,7
201113,Klamath,2,1,2,1,0,549,6
201113,Lane,0,1,1,1,0,362,3
201113,Lincoln,0,0,0,0,0,85,0
201113,Marion,0,0,0,0,0,177,0
201113,Multnomah,2,1,1,0,0,97,4
201113,Tillamook,0,0,0,0,1,60,1
201113,Washington,3,1,0,0,0,40,4
201114,Benton,0,3,4,0,0,1203,7
201114,Coos,6,6,0,0,0,267,12
201114,Douglas,1,0,0,0,0,36,1
201114,Jackson,0,0,3,0,0,210,3
201114,Jefferson,0,0,0,0,0,377,0
201114,Josephine,5,2,1,0,2,488,10
201114,Klamath,1,0,0,0,0,452,1
201114,Lane,0,0,1,0,0,302,1
201114,Lincoln,0,0,0,0,0,141,0
201114,Malheur,0,0,0,0,0,77,0
201114,Marion,0,0,0,0,0,142,0
201114,Multnomah,2,1,0,0,0,74,3
201115,Benton,0,1,2,0,0,1088,3
201115,Coos,6,5,0,0,0,276,11
201115,Douglas,0,0,0,0,0,42,0
201115,Jefferson,0,0,0,0,0,379,0
201115,Josephine,7,4,0,0,0,250,11
201115,Klamath,0,0,0,0,0,440,0
201115,Lane,0,1,0,0,0,291,1
201115,Lincoln,0,0,0,0,0,88,0
201115,Marion,0,0,0,0,0,131,0
201115,Multnomah,2,1,0,0,0,84,3
201115,Washington,1,0,0,0,0,37,1
201116,Benton,0,1,0,0,0,1173,1
201116,Coos,7,7,0,0,0,287,14
201116,Douglas,0,0,0,0,0,29,0
201116,Jackson,0,0,0,0,0,197,0
201116,Jefferson,0,0,0,0,0,334,0
201116,Josephine,5,4,0,0,0,460,9
201116,Klamath,0,0,0,0,0,491,0
201116,Lane,0,0,3,0,0,290,3
201116,Marion,0,0,1,1,0,133,2
201116,Multnomah,3,5,0,0,0,56,8
201117,Benton,0,4,0,0,0,1173,4
201117,Coos,8,4,0,0,0,287,12
201117,Douglas,0,0,0,0,0,36,0
201117,Jefferson,0,0,0,0,0,334,0
201117,Josephine,7,1,0,0,0,293,8
201117,Klamath,1,1,0,0,1,516,3
201117,Lane,0,0,0,0,0,309,0
201117,Lincoln,0,0,0,0,0,98,0
201117,Marion,0,0,0,0,0,127,0
201117,Multnomah,3,1,0,0,0,57,4
201118,Benton,0,2,0,0,0,1218,2
201118,Coos,10,5,0,0,0,280,15
201118,Douglas,0,0,0,0,0,35,0
201118,Jefferson,0,0,0,0,0,346,0
201118,Josephine,1,2,0,0,0,264,3
201118,Klamath,0,1,0,0,0,454,1
201118,Lane,0,0,0,0,0,245,0
201118,Lincoln,0,0,0,0,0,74,0
201118,Marion,0,0,1,0,0,155,1
201118,Multnomah,6,1,0,0,0,65,7
201119,Benton,0,1,1,0,0,1065,2
201119,Coos,5,5,0,0,0,263,10
201119,Douglas,1,0,0,0,0,47,1
201119,Jefferson,0,0,0,0,0,347,0
201119,Josephine,7,5,0,0,0,261,12
201119,Klamath,0,0,0,0,0,456,0
201119,Lane,0,0,0,0,0,312,0
201119,Lincoln,0,0,0,0,0,78,0
201119,Marion,0,0,0,0,0,124,0
201119,Multnomah,1,2,0,0,0,58,3
201120,Benton,0,3,1,0,0,1065,4
201120,Coos,8,8,0,0,0,229,16
201120,Douglas,2,0,0,0,0,47,2
201120,Jefferson,0,0,0,0,0,387,0
201120,Josephine,6,1,0,0,0,272,7
201120,Klamath,0,0,1,0,0,506,1
201120,Lane,0,0,0,0,0,100,0
201120,Lincoln,0,0,0,0,0,91,0
201120,Marion,0,0,0,0,0,142,0
201120,Multnomah,0,1,0,0,0,34,1
201121,Benton,0,1,1,0,0,1107,2
201121,Coos,5,2,0,0,0,316,7
201121,Douglas,1,0,0,0,0,56,1
201121,Jefferson,0,0,0,0,0,354,0
201121,Josephine,4,3,0,0,0,255,7
201121,Klamath,0,0,0,0,0,464,0
201121,Lane,0,0,0,0,0,104,0
201121,Lincoln,0,0,0,0,0,71,0
201121,Marion,0,0,0,0,0,154,0
201121,Multnomah,1,1,0,0,0,61,2
201122,Benton,0,0,0,0,0,797,0
201122,Coos,2,4,0,0,0,244,6
201122,Douglas,0,0,0,0,0,52,0
201122,Jefferson,0,0,0,0,0,345,0
201122,Josephine,7,2,0,0,0,200,9
201122,Klamath,0,0,0,0,0,419,0
201122,Lane,0,0,0,0,0,45,0
201122,Lincoln,0,0,0,0,0,75,0
201122,Marion,0,0,0,0,0,121,0
201122,Multnomah,3,1,0,0,0,36,4
201123,Benton,0,0,0,0,0,996,0
201123,Coos,4,1,0,0,0,236,5
201123,Douglas,1,0,0,0,0,43,1
201123,Jefferson,0,0,0,0,0,383,0
201123,Josephine,6,2,0,0,0,213,8
201123,Klamath,0,0,0,0,0,455,0
201123,Lane,0,0,0,0,0,72,0
201123,Lincoln,0,0,0,0,0,73,0
201123,Marion,0,0,0,0,0,118,0
201123,Multnomah,1,0,0,0,0,17,1
201124,Benton,0,0,0,0,0,161,0
201124,Coos,3,2,0,0,0,195,5
201124,Jefferson,0,0,0,0,0,378,0
201124,Josephine,7,1,0,0,0,247,8
201124,Klamath,0,0,0,0,0,446,0
201124,Lane,0,0,0,0,0,62,0
201124,Marion,0,0,0,0,0,145,0
201124,Multnomah,2,3,0,0,0,35,5
201125,Benton,0,0,0,0,0,405,0
201125,Coos,3,2,0,0,0,207,5
201125,Douglas,0,1,0,0,0,65,1
201125,Jefferson,0,0,0,0,0,329,0
201125,Josephine,5,4,0,0,0,200,9
201125,Klamath,0,0,0,0,0,395,0
201125,Lane,0,0,0,0,0,0,0
